Ilce;Mahalle;MAH_CD_SK_SAYISI;ILCE_CDSK_SAYI;YAPI;EK_BINA;GECICI;INSAAT;ISYERI_SAYISI;KAMU_ISYERI;KONUT;NUFUS;OZEL_ISYERI;YAZLIK_MEVSIMLIK
CUMRA;AFSAR;13;3171;47;0;0;1;;2;51;60;0;4
CUMRA;ALEMDAR;42;3171;151;0;0;15;3;4;196;471;17;2
CUMRA;ALISSA;32;3171;119;0;0;5;;3;126;175;5;2
CUMRA;ALIBEYHUYUGU;240;3171;1137;0;0;97;111;35;1409;2637;169;129
CUMRA;APA;66;3171;338;0;0;76;10;10;432;566;24;21
CUMRA;APASARAYCIK;26;3171;194;0;0;2;4;5;201;481;4;4
CUMRA;ARIKOREN;86;3171;381;0;1;14;26;11;475;789;33;21
CUMRA;AVDUL;50;3171;208;0;0;17;10;6;244;459;15;9
CUMRA;BAGLAR;45;3171;820;0;0;26;30;17;1479;3795;38;8
CUMRA;BAKKALBASI;84;3171;932;0;0;19;50;19;1752;4494;59;5
CUMRA;BALCIKHISAR;27;3171;124;0;0;4;;2;144;319;5;8
CUMRA;BARAJ;67;3171;876;0;0;27;21;26;1074;2809;31;4
CUMRA;BARDAKCI;45;3171;1081;0;0;25;154;22;1924;4785;197;0
CUMRA;BEYLERCE;18;3171;45;0;0;8;1;4;54;101;5;1
CUMRA;BUYUKASLAMA;57;3171;378;0;0;35;19;9;423;854;33;10
CUMRA;CUMHURIYET;67;3171;427;0;0;36;19;15;1035;2197;38;13
CUMRA;CAYBASI;83;3171;413;0;0;71;415;35;1052;2619;574;5
CUMRA;CICEKKOY;27;3171;185;0;0;5;3;5;201;537;2;6
CUMRA;CUKURKAVAK;23;3171;135;0;0;3;2;5;155;260;3;4
CUMRA;DEDEMOGLU;36;3171;89;0;0;2;4;4;100;353;6;2
CUMRA;DINEK;59;3171;282;0;2;2;30;12;310;350;32;7
CUMRA;DINEKSARAY;27;3171;126;0;0;4;5;3;143;237;5;8
CUMRA;DINLENDIK;26;3171;39;0;0;17;4;2;62;114;17;9
CUMRA;DOGANLI;27;3171;154;0;0;9;;2;172;450;6;2
CUMRA;ERENTEPE;34;3171;104;0;0;6;2;5;120;149;19;7
CUMRA;FETHIYE;58;3171;116;0;0;31;17;4;174;295;69;13
CUMRA;GOKHUYUK;73;3171;313;0;0;28;14;10;387;850;26;19
CUMRA;GUVERCINLIK;86;3171;431;0;0;27;20;8;523;1398;57;8
CUMRA;HURRIYET;34;3171;197;0;0;13;16;6;329;889;18;11
CUMRA;ICERICUMRA;422;3171;2391;0;1;213;395;65;3156;6734;622;262
CUMRA;INLI;56;3171;64;0;0;21;1;3;106;139;18;27
CUMRA;ISTIKLAL;18;3171;45;0;0;3;10;2;65;116;14;4
CUMRA;IZZETBEY;60;3171;616;0;0;58;1070;69;2554;5523;1046;0
CUMRA;KARKIN;169;3171;1109;3;0;28;76;19;1297;3287;167;53
CUMRA;KUZUCU;50;3171;119;0;0;19;12;6;156;216;14;19
CUMRA;KUCUKKOY;57;3171;254;0;0;12;6;5;303;795;15;23
CUMRA;MEYDAN;72;3171;641;0;0;10;81;14;1695;4767;125;3
CUMRA;OKCU;154;3171;1031;0;0;212;80;31;1489;2643;177;27
CUMRA;SECME;17;3171;63;0;0;3;9;7;68;115;16;2
CUMRA;SURGUC;33;3171;182;0;0;2;1;6;186;377;3;1
CUMRA;TAHTALI;12;3171;80;0;0;0;;2;83;167;0;0
CUMRA;TASAGIL;96;3171;473;0;0;5;8;8;534;1414;31;3
CUMRA;TURKMENCAMILI;130;3171;355;0;0;16;24;11;421;787;37;16
CUMRA;TURKMENKARAHUYUK;46;3171;248;0;0;9;5;9;292;739;9;8
CUMRA;UZUNKUYU;63;3171;300;0;0;5;1;10;322;599;16;2
CUMRA;UCHUYUK;59;3171;285;0;0;11;3;6;314;799;5;5
CUMRA;URUNLU;41;3171;145;1;0;17;12;5;186;387;15;4
CUMRA;YENI;32;3171;194;0;0;15;47;23;292;651;98;5
CUMRA;YENIDOGAN;76;3171;962;0;0;11;22;11;1129;3200;37;3
CUMRA;YENISU;73;3171;439;0;0;14;29;12;525;1135;40;11
CUMRA;YORUKCAMILI;26;3171;68;0;0;5;;4;87;131;8;9
DERBENT;ARAPOZU;16;241;132;0;0;0;4;3;133;209;5;4
DERBENT;CAMIIKEBIR;70;241;470;0;0;24;98;31;622;846;205;29
DERBENT;CIFTLIKOZU;32;241;332;0;0;3;45;14;360;523;57;19
DERBENT;DEGIS;20;241;148;0;0;3;2;6;162;261;3;36
DERBENT;DERBENTTEKKE;12;241;154;0;0;4;;5;165;172;1;20
DERBENT;GUNEY;36;241;252;0;0;8;3;4;265;324;17;24
DERBENT;GUNEYKOY;7;241;49;0;0;1;2;5;55;64;2;13
DERBENT;HACI AHMET;36;241;442;0;0;4;6;11;457;683;40;18
DERBENT;KARALAR;9;241;42;0;0;0;;3;42;73;1;5
DERBENT;MULAYIM;17;241;219;0;0;4;7;5;225;455;10;4
DERBENT;SARAYPINAR;14;241;131;0;0;17;11;4;145;211;23;11
DERBENT;SULEYMAN;10;241;73;0;0;0;1;2;73;168;6;0
DERBENT;YUKARI;13;241;154;0;0;1;2;1;156;295;9;0
DEREBUCAK;CAMLIK;76;403;707;0;0;11;72;15;958;982;98;6
DEREBUCAK;DURAK;35;403;254;0;0;4;9;5;315;302;10;2
DEREBUCAK;GENCEK;59;403;486;0;0;12;57;9;632;960;85;7
DEREBUCAK;GOYNEM;57;403;340;0;0;12;29;10;552;985;42;5
DEREBUCAK;KENANKUYU;22;403;212;0;0;0;66;11;375;359;83;0
DEREBUCAK;MUSALLA;30;403;223;0;0;1;37;8;375;379;50;0
DEREBUCAK;PINARBASI;27;403;268;0;0;2;11;6;330;559;21;1
DEREBUCAK;SARAYONU;46;403;303;0;0;2;50;19;652;574;64;0
DEREBUCAK;TASLIPINAR;16;403;154;0;0;6;9;2;179;154;14;4
DEREBUCAK;TEPEARASI;21;403;118;0;0;3;5;3;129;168;7;4
DEREBUCAK;UGURLU;10;403;63;0;0;0;;4;66;40;0;2
DEREBUCAK;YENI;38;403;275;0;0;1;51;3;554;493;53;2
DOGANHISAR;AGA;14;739;125;0;0;5;3;5;220;211;3;0
DOGANHISAR;AYASLAR;54;739;646;0;0;15;29;10;763;1187;40;3
DOGANHISAR;BAS;22;739;186;0;0;4;4;2;273;379;3;1
DOGANHISAR;BASKOY;80;739;872;0;0;18;75;15;1011;2045;109;0
DOGANHISAR;CUMA;8;739;85;0;0;2;22;1;149;178;25;0
DOGANHISAR;CINAROBA;30;739;486;0;0;19;27;12;524;648;40;0
DOGANHISAR;DESTIGIN;54;739;542;0;0;20;35;15;701;1007;40;5
DOGANHISAR;FIRINLI;16;739;104;0;0;6;;3;111;214;0;0
DOGANHISAR;GUVENDIK;11;739;134;0;0;4;;5;134;335;0;0
DOGANHISAR;HARMAN;66;739;604;0;0;34;130;20;999;1321;159;1
DOGANHISAR;ILYASLAR;28;739;197;0;0;7;6;6;214;505;10;0
DOGANHISAR;KARAAGA;63;739;875;0;0;31;56;16;1008;1242;76;0
DOGANHISAR;KEMER;30;739;215;0;0;11;2;5;258;389;14;1
DOGANHISAR;KOCAS;42;739;440;0;0;10;4;6;465;562;7;0
DOGANHISAR;KONAKKALE;30;739;300;0;0;10;6;7;349;544;10;0
DOGANHISAR;KUZ;28;739;332;0;0;16;69;23;690;956;70;0
DOGANHISAR;PAZAR;43;739;348;1;0;7;146;39;712;979;175;0
DOGANHISAR;SIH;54;739;289;0;0;16;45;9;540;739;51;5
DOGANHISAR;TEKKEKOY;7;739;37;0;0;2;;3;45;90;0;0
DOGANHISAR;UNCULAR;38;739;195;0;0;8;5;9;215;491;9;0
DOGANHISAR;YAZIR;14;739;68;0;0;1;;3;73;87;0;0
DOGANHISAR;YAZLICA;34;739;309;0;0;18;4;9;350;617;8;0
DOGANHISAR;YEGIN;12;739;157;0;0;1;;6;213;250;3;0
DOGANHISAR;YENICE;54;739;392;0;0;2;17;6;526;736;22;0
EMIRGAZI;AKMESCIT;40;510;253;0;0;8;63;14;362;924;74;0
EMIRGAZI;BESCI;29;510;134;0;0;29;1;2;143;354;13;0
EMIRGAZI;CAMIKEBIR;24;510;72;0;0;2;117;10;107;163;136;1
EMIRGAZI;CUMHURIYET;22;510;188;0;0;11;32;4;204;560;35;0
EMIRGAZI;DEMIRCI;74;510;377;0;0;26;8;14;394;1377;11;0
EMIRGAZI;EKIZLI;14;510;136;0;0;3;1;4;145;243;8;1
EMIRGAZI;FATIH;63;510;302;0;0;56;42;12;336;735;39;3
EMIRGAZI;GOLOREN;20;510;105;0;0;13;4;3;109;131;5;0
EMIRGAZI;ISIKLAR;85;510;417;0;0;50;12;16;447;1165;32;2
EMIRGAZI;KALE;95;510;478;0;0;109;35;6;517;1204;37;1
EMIRGAZI;KARAOREN;11;510;71;0;0;1;8;2;71;115;8;1
EMIRGAZI;MESELI;5;510;40;0;0;1;1;2;44;26;1;1
EMIRGAZI;OBEKTAS;8;510;58;0;0;1;;2;59;93;0;0
EMIRGAZI;TURBE;30;510;193;0;0;7;8;3;195;614;7;0
EMIRGAZI;YAMAC;16;510;96;0;0;36;2;3;124;453;8;0
EMIRGAZI;YENI;35;510;156;0;0;14;2;2;160;506;3;1
EREGLI;500 EVLER;35;3186;564;0;1;6;46;8;595;972;47;1
EREGLI;ACIKUYU;20;3186;97;0;0;24;5;4;114;207;9;1
EREGLI;ACIPINAR;17;3186;52;2;0;7;10;3;58;174;15;3
EREGLI;ADABAG;16;3186;98;0;0;2;8;1;101;269;9;1
EREGLI;AKHUYUK;11;3186;86;0;0;9;1;1;93;186;5;1
EREGLI;ALHAN;51;3186;431;0;0;10;9;10;453;1347;22;2
EREGLI;ALPASLAN;13;3186;73;0;0;10;387;2;483;1038;458;0
EREGLI;ASAGIGONDELEN;27;3186;169;0;0;38;11;3;189;494;32;7
EREGLI;ASIKLAR;9;3186;59;0;0;0;3;2;62;186;13;0
EREGLI;ATAKENT;33;3186;339;4;0;15;39;9;649;1043;37;1
EREGLI;AYDINLAR;88;3186;1063;1;0;13;53;9;1823;4557;58;7
EREGLI;AZIZIYE;74;3186;940;2;0;76;81;13;1036;2870;181;13
EREGLI;BAHCELI;22;3186;59;0;3;8;27;4;66;154;57;0
EREGLI;BARBAROS;100;3186;1019;4;0;24;104;12;2425;6161;126;0
EREGLI;BATIALAGOZLU;36;3186;403;1;0;8;26;5;1194;2720;25;0
EREGLI;BELCEAGAC;25;3186;426;0;0;5;15;9;459;714;32;8
EREGLI;BELKAYA;136;3186;1449;1;0;87;125;34;1487;4111;190;7
EREGLI;BEYKOY;26;3186;219;0;0;15;7;4;229;628;19;1
EREGLI;BEYOREN;24;3186;105;0;0;26;2;6;122;293;9;1
EREGLI;BOYACIALI;26;3186;45;0;0;21;770;8;458;736;693;0
EREGLI;BULGURLUK;46;3186;288;0;1;16;20;6;303;683;64;4
EREGLI;BURHANIYE;10;3186;116;0;0;2;2;4;126;253;8;5
EREGLI;BUYUKDEDE;17;3186;125;0;0;3;10;4;131;181;12;3
EREGLI;CAHI;121;3186;1257;3;0;10;183;16;2194;5757;188;4
EREGLI;CAMIKEBIR;18;3186;129;0;0;17;32;12;519;1259;35;0
EREGLI;CINLER;79;3186;769;6;0;40;56;5;1324;3004;58;3
EREGLI;CAKMAK;29;3186;177;1;0;8;21;11;198;407;35;5
EREGLI;CAYHAN;58;3186;989;1;0;50;71;17;1060;1791;125;25
EREGLI;CILLER;18;3186;144;7;0;31;12;2;149;390;23;1
EREGLI;CIMENCIK;38;3186;402;0;0;9;8;6;431;1146;19;0
EREGLI;COMLEKCI;86;3186;1021;0;0;5;95;8;1826;3857;98;6
EREGLI;DALMAZ;17;3186;153;0;0;2;76;5;828;2039;85;2
EREGLI;DOGUALAGOZLU;51;3186;687;3;0;4;37;6;1009;2086;44;0
EREGLI;ETI;53;3186;449;0;0;19;156;15;2541;6111;175;0
EREGLI;FATIH;57;3186;528;1;0;58;70;3;1535;2897;75;0
EREGLI;GAYBI;24;3186;216;9;0;1;23;16;222;216;22;8
EREGLI;GOKCEYAZI;66;3186;373;0;0;32;31;7;413;611;77;16
EREGLI;GOKTOME;8;3186;58;1;0;1;1;4;59;147;10;0
EREGLI;GULBAHCE;38;3186;376;1;0;18;86;10;1402;3246;97;0
EREGLI;HACIMEMIS;37;3186;702;1;0;29;35;10;795;1959;66;5
EREGLI;HACIMUSTAFA;29;3186;291;0;0;7;128;15;1518;3694;116;0
EREGLI;HACIMUTAHIR;30;3186;288;1;0;66;995;10;2397;5006;569;1
EREGLI;HAMIDIYE;23;3186;156;0;0;1;237;4;1022;2400;226;0
EREGLI;HIDIRLI;34;3186;292;0;0;1;260;7;904;2261;310;0
EREGLI;HORTU;87;3186;546;1;0;39;39;9;559;1481;66;6
EREGLI;KAMISLIKUYU;21;3186;175;0;0;10;10;4;184;485;16;2
EREGLI;KARABURUN;22;3186;147;0;0;2;4;2;153;432;10;2
EREGLI;KARGACI;42;3186;263;2;0;65;82;3;297;677;120;2
EREGLI;KAZANCI;21;3186;244;0;0;2;87;11;1381;3111;101;0
EREGLI;KIZILGEDIK;3;3186;9;0;0;0;;1;8;25;0;0
EREGLI;KUSKUNCUK;27;3186;169;0;0;11;8;5;174;477;21;1
EREGLI;KUTOREN;65;3186;526;0;0;31;37;9;559;1483;82;8
EREGLI;KUZUKUYU;30;3186;92;1;0;18;7;5;107;288;28;2
EREGLI;MEHMET AKIF;30;3186;338;0;0;32;39;5;1827;4299;46;0
EREGLI;MELICEK;33;3186;237;2;0;2;11;5;244;447;30;3
EREGLI;MIMAR SINAN;41;3186;368;3;0;25;39;8;807;1948;43;0
EREGLI;NAMIK KEMAL;103;3186;1398;1;0;29;336;21;2190;5517;313;6
EREGLI;ORHANGAZI;79;3186;923;0;0;19;130;7;2002;4856;147;0
EREGLI;ORHANIYE;54;3186;1216;2;0;2;46;17;1683;4129;65;1
EREGLI;OZGURLER;18;3186;168;0;0;1;6;4;171;603;7;0
EREGLI;PINAROZU;16;3186;88;0;0;4;5;3;93;233;10;0
EREGLI;PIROMER;26;3186;106;0;0;10;498;6;828;2097;375;0
EREGLI;SARICA;14;3186;194;0;0;12;5;4;225;250;26;10
EREGLI;SARITOPALLI;21;3186;183;0;0;35;16;7;526;490;32;1
EREGLI;SELCUKLU;19;3186;24;0;0;8;585;6;149;227;482;5
EREGLI;SERVILI;41;3186;265;0;0;8;9;5;276;835;37;5
EREGLI;SUMER;12;3186;26;1;0;2;152;50;405;864;104;1
EREGLI;SINASI;81;3186;977;9;0;40;42;8;1546;3770;55;2
EREGLI;TALATPASA;70;3186;570;1;0;51;334;5;1207;2718;394;2
EREGLI;TASAGIL;40;3186;226;3;0;40;8;7;249;467;33;5
EREGLI;TASBUDAK;16;3186;81;0;0;13;2;7;93;271;5;5
EREGLI;TATLIKUYU;20;3186;140;0;0;5;4;3;147;406;12;4
EREGLI;TOROS;50;3186;125;5;0;45;91;31;1436;2797;111;4
EREGLI;TURBE;59;3186;919;4;0;8;91;22;2624;5785;107;0
EREGLI;TURKMEN;20;3186;240;0;0;1;13;4;248;635;23;0
EREGLI;ULUMESE;19;3186;123;0;0;2;;3;136;238;5;1
EREGLI;UCGOZ;30;3186;261;0;0;4;74;5;1223;2646;82;0
EREGLI;YAZLIK;51;3186;416;0;0;33;8;4;479;720;16;6
EREGLI;YELLICE;23;3186;261;0;0;2;5;6;270;623;21;3
EREGLI;YENIBAGLAR;44;3186;657;0;0;5;15;6;725;1964;22;0
EREGLI;YENIKOY;52;3186;251;0;1;60;16;3;266;578;32;1
EREGLI;YILDIRIMBEYAZIT;38;3186;602;2;0;6;21;2;667;1516;23;3
EREGLI;YILDIZLI;37;3186;292;1;0;10;8;5;315;305;25;13
EREGLI;YUKARIGONDELEN;27;3186;105;0;0;17;8;2;119;278;15;3
EREGLI;YUNUSLU;58;3186;507;0;0;30;51;6;1656;4469;68;0
EREGLI;ZENGEN;120;3186;793;0;0;181;115;34;909;1877;169;21
EREGLI;ZIYA GOKALP;134;3186;908;0;0;40;723;17;1692;4111;834;5
GUNEYSINIR;AGRAS;15;534;124;0;0;2;1;4;130;348;0;0
GUNEYSINIR;AVCITEPE;11;534;40;0;0;5;2;3;42;72;3;2
GUNEYSINIR;AYDOGMUS;26;534;208;0;0;4;10;8;231;320;13;2
GUNEYSINIR;BARDAS;40;534;370;0;0;7;34;15;402;611;42;5
GUNEYSINIR;DURAYDA;27;534;236;0;0;1;2;8;248;315;4;3
GUNEYSINIR;EMIRHAN;5;534;44;0;0;1;;3;48;75;0;2
GUNEYSINIR;GUNEYBAG;82;534;833;0;0;24;117;13;1040;1966;179;12
GUNEYSINIR;GURAGAC;32;534;511;0;0;47;70;13;621;1430;93;3
GUNEYSINIR;HABILLER;26;534;203;0;0;4;;6;224;198;0;7
GUNEYSINIR;KARASINIR;126;534;811;0;0;29;219;23;1119;1978;334;8
GUNEYSINIR;KAYAAGZI;14;534;139;0;0;0;3;5;145;292;2;1
GUNEYSINIR;KIZILOZ;21;534;199;0;0;8;2;5;208;305;7;4
GUNEYSINIR;KURUKAVAK;14;534;73;0;0;1;;2;75;61;0;0
GUNEYSINIR;MEHMET ALI;19;534;144;0;0;8;2;5;156;323;4;6
GUNEYSINIR;MEVLANA;70;534;129;0;0;31;122;47;344;588;95;5
GUNEYSINIR;OMEROGLU;20;534;114;0;0;1;;3;117;156;0;0
GUNEYSINIR;ORENBOYALI;16;534;96;0;0;1;2;4;110;148;6;11
GUNEYSINIR;SARIHACI;12;534;152;0;0;2;13;6;167;226;13;4
HADIM;ARMAGANLAR;24;814;193;0;0;11;7;12;287;486;11;2
HADIM;ASAGI HADIM;62;814;429;0;0;33;4;7;496;364;9;6
HADIM;ASAGI MERNEK;4;814;25;0;0;0;;2;25;45;0;0
HADIM;ASAGIESENLER;44;814;458;0;0;2;11;10;503;544;13;8
HADIM;BADEMLI;21;814;331;0;0;6;24;12;352;444;32;0
HADIM;BEYRELI;89;814;940;0;0;1;6;9;1112;193;8;168
HADIM;BOLAT;38;814;399;0;0;0;13;11;460;897;17;62
HADIM;CIFTEPINAR;13;814;85;0;0;0;1;1;85;61;2;0
HADIM;DEDEMLI;80;814;997;0;0;8;48;17;1048;1052;64;15
HADIM;DOLHANLAR;15;814;186;0;0;0;2;2;193;264;2;5
HADIM;DULGERLER;38;814;199;0;0;0;2;8;201;143;0;5
HADIM;EGISTE;46;814;434;0;0;3;23;13;464;791;28;8
HADIM;FAKILAR;10;814;33;0;0;0;;2;35;89;0;0
HADIM;GAZILER;22;814;154;0;0;0;;3;156;203;0;1
HADIM;GEREZ;28;814;274;0;0;0;11;6;288;456;14;5
HADIM;GEZLEVI;57;814;893;0;0;21;30;14;976;1413;37;27
HADIM;GOYNUKKISLA;22;814;266;0;0;0;10;6;276;625;12;3
HADIM;HOCALAR;46;814;205;0;0;1;2;3;217;166;3;8
HADIM;IGDEOREN;7;814;35;0;0;0;;2;38;34;0;2
HADIM;KALINAGIL;12;814;134;0;0;2;1;2;142;117;1;2
HADIM;KAPLANLI;18;814;88;0;0;0;5;2;88;64;5;1
HADIM;KUPLUCE;19;814;84;0;0;0;;3;84;110;0;0
HADIM;MERNEK;33;814;213;0;0;0;2;3;223;125;3;11
HADIM;ODUNCU;5;814;63;0;0;1;;2;64;52;0;0
HADIM;SARNIC;12;814;91;0;0;0;;4;91;114;0;0
HADIM;SELAHATTIN;8;814;45;0;0;0;;1;44;91;0;0
HADIM;TASPINAR;37;814;646;0;0;32;219;29;1053;1832;243;2
HADIM;UMURLAR;12;814;56;0;0;0;;2;56;75;0;0
HADIM;YAGCI;15;814;208;0;0;2;2;4;212;287;4;3
HADIM;YELMEZ;17;814;138;0;0;5;3;2;140;156;1;1
HADIM;YENIKONAK;32;814;170;0;0;1;;2;174;274;0;3
HADIM;YUKARIESENLER;18;814;185;0;0;1;;2;204;205;0;2
HALKAPINAR;BAHCELIEVLER;75;280;614;0;0;44;71;24;965;1208;107;17
HALKAPINAR;BUYUKDOGAN;16;280;151;0;0;1;5;5;154;271;10;0
HALKAPINAR;CUMHURIYET;20;280;197;0;1;0;16;5;219;242;20;1
HALKAPINAR;CAKILLAR;21;280;126;0;0;1;10;6;129;235;18;0
HALKAPINAR;DEDELI;12;280;65;0;0;1;3;2;66;118;3;1
HALKAPINAR;DELIMAHMUTLU;9;280;120;0;0;0;6;3;118;280;3;0
HALKAPINAR;ESKIHISAR;13;280;83;0;0;0;2;1;81;153;3;0
HALKAPINAR;IVRIZ;30;280;257;0;0;2;17;3;281;190;26;7
HALKAPINAR;KARAYUSUFLU;10;280;62;0;0;0;1;1;62;85;1;0
HALKAPINAR;KAYASARAY;14;280;72;0;0;0;2;3;74;102;2;1
HALKAPINAR;KORLU;15;280;64;0;0;0;6;3;66;92;7;1
HALKAPINAR;KUSERE;12;280;129;0;0;1;6;2;131;218;7;1
HALKAPINAR;NERNEK;15;280;101;0;0;1;5;2;103;132;9;2
HALKAPINAR;OSMANKOSELI;14;280;127;0;0;4;8;2;134;215;8;1
HALKAPINAR;SEYDIFAKILI;19;280;145;0;0;7;5;4;153;340;12;9
HALKAPINAR;YASSIKAYA;7;280;68;0;0;0;;3;68;97;0;0
HALKAPINAR;YESILYURT;7;280;40;0;0;0;8;1;42;83;11;2
HUYUK;AKDAG;28;946;219;0;0;30;3;2;498;933;9;1
HUYUK;BAHCELI EVLER;66;946;381;0;0;31;239;34;799;1258;339;20
HUYUK;BASLAMIS;17;946;153;0;0;6;2;1;179;204;3;14
HUYUK;BUDAK;26;946;320;0;0;8;11;7;372;457;14;4
HUYUK;BURUNSUZ;72;946;419;0;0;5;21;6;477;598;28;5
HUYUK;CUMHURIYET;13;946;101;0;0;1;4;5;165;360;10;1
HUYUK;CAMLICA;48;946;458;0;0;20;15;13;496;1106;16;5
HUYUK;CAVUS;70;946;556;0;0;38;23;6;638;584;41;19
HUYUK;CUKURKENT;21;946;164;0;0;0;6;2;182;261;17;3
HUYUK;DEGIRMENALTI;24;946;190;0;0;4;7;2;239;241;11;1
HUYUK;GOCERI;50;946;371;0;0;10;13;12;415;449;21;14
HUYUK;GORUNMEZ;23;946;298;0;0;19;8;6;355;366;10;4
HUYUK;ILMEN;49;946;428;0;0;14;24;10;492;736;35;1
HUYUK;IMRENLER;127;946;975;0;0;31;61;18;1163;1217;106;4
HUYUK;KIRELI;75;946;764;0;0;18;82;19;1068;1755;131;4
HUYUK;KOSK;61;946;516;0;0;10;22;8;551;627;27;13
HUYUK;MUTLU;55;946;498;0;0;25;27;9;566;635;32;14
HUYUK;PINARBASI;25;946;247;0;0;17;4;5;307;307;7;1
HUYUK;SELKI;57;946;723;0;0;37;37;17;811;1439;76;13
HUYUK;SULUDERE;51;946;392;0;0;35;14;7;502;907;23;11
HUYUK;TOLCA;22;946;288;0;0;9;14;6;364;510;18;5
HUYUK;ULUPINAR;37;946;339;0;0;1;31;8;429;760;39;2
HUYUK;YENICE;14;946;89;0;0;4;3;1;103;133;12;0
ILGIN;AGALAR;46;1968;257;0;0;13;6;7;259;658;15;1
ILGIN;ARGITHANI;243;1968;1460;0;0;46;159;34;1763;2621;211;4
ILGIN;AVDAN;21;1968;138;0;0;4;;4;135;245;1;0
ILGIN;AYVATDEDE;41;1968;505;0;0;41;71;15;1085;2639;79;0
ILGIN;BALKI;43;1968;307;0;0;8;14;9;317;756;25;0
ILGIN;BARAKMUSLU;21;1968;137;0;0;0;1;6;136;283;3;0
ILGIN;BEHLULBEY;38;1968;354;0;0;45;30;12;1129;2795;19;0
