Ilce;Mahalle;MAH_CD_SK_SAYISI;ILCE_CDSK_SAYI;YAPI;EK_BINA;GECICI;INSAAT;ISYERI_SAYISI;KAMU_ISYERI;KONUT;NUFUS;OZEL_ISYERI;YAZLIK_MEVSIMLIK
ILGIN;BELEKLER;11;1968;251;0;0;3;5;5;254;431;10;0
ILGIN;BEYKONAK;56;1968;503;0;0;6;33;20;524;1031;38;0
ILGIN;BOGAZKENT;24;1968;136;0;0;5;4;3;136;169;8;0
ILGIN;BULCUK;34;1968;235;0;0;24;3;9;215;366;15;0
ILGIN;BUYUKOBA;32;1968;208;0;0;10;10;8;191;339;11;0
ILGIN;CAMIIATIK;79;1968;474;0;0;63;1057;33;1440;3111;1046;0
ILGIN;CATAK;15;1968;123;0;0;12;;3;128;208;0;0
ILGIN;CAVUSCUGOL;66;1968;408;0;0;7;33;15;436;855;40;0
ILGIN;CIGIL;60;1968;1295;0;0;14;159;22;1439;2918;196;0
ILGIN;COBANKAYA;28;1968;133;0;0;0;;6;138;200;1;0
ILGIN;COMLEKCI;13;1968;71;0;0;1;1;3;71;111;0;0
ILGIN;DEREKOY;6;1968;48;0;0;1;;3;46;98;0;0
ILGIN;DIGRAK;5;1968;22;0;0;3;;2;23;74;0;0
ILGIN;DUGER;18;1968;166;0;0;1;4;7;169;424;3;0
ILGIN;ELDES;26;1968;226;0;0;2;2;6;228;406;1;0
ILGIN;ESENTEPE;42;1968;452;0;0;6;14;5;542;1304;16;0
ILGIN;FAHRETTIN ALTAY;46;1968;399;0;0;10;47;18;534;1244;53;0
ILGIN;FATIH;56;1968;705;0;0;30;115;16;1511;3780;135;1
ILGIN;GECITKOY;25;1968;172;0;0;0;1;4;169;310;3;0
ILGIN;GEDIKOREN;19;1968;112;0;0;7;1;4;116;309;2;0
ILGIN;GOKBUDAK;11;1968;93;0;0;2;1;3;97;183;3;0
ILGIN;GOKCEYURT;37;1968;381;0;0;1;6;8;362;492;9;0
ILGIN;GOLYAKA;18;1968;117;0;0;0;3;5;118;212;9;0
ILGIN;GOSTERE;29;1968;255;0;0;2;9;3;260;496;10;0
ILGIN;GUNEYPINAR;8;1968;62;0;0;0;;2;60;136;0;0
ILGIN;HARMANYAZI;25;1968;239;0;0;6;11;7;255;783;13;1
ILGIN;ILICA;74;1968;770;0;0;21;170;45;1038;2363;68;0
ILGIN;IHSANIYE;37;1968;164;0;0;12;1;4;147;234;2;1
ILGIN;ISTASYON;39;1968;370;0;0;17;66;21;427;936;88;0
ILGIN;KALEKOY;11;1968;50;0;0;2;2;2;50;60;2;0
ILGIN;KAPAKLI;25;1968;331;0;0;3;8;8;330;279;10;0
ILGIN;KARAKOY;26;1968;195;0;0;6;1;6;196;364;2;1
ILGIN;MAHMUTHISAR;47;1968;315;0;0;16;15;4;302;501;21;0
ILGIN;MECIDIYE;39;1968;179;0;1;11;16;8;176;359;18;0
ILGIN;MILLI EGEMENLIK;50;1968;639;0;0;31;64;5;2040;5563;67;0
ILGIN;MISAFIRLI;16;1968;69;0;0;0;1;2;69;129;1;0
ILGIN;OLUKPINAR;23;1968;72;0;0;9;3;3;75;228;9;1
ILGIN;ORHANIYE;39;1968;325;0;0;13;31;21;424;988;32;0
ILGIN;ORMANOZU;12;1968;54;0;0;1;1;2;49;54;1;0
ILGIN;SADIKKOY;22;1968;107;0;0;2;5;5;110;187;4;0
ILGIN;SAHIP ATA;19;1968;156;0;0;2;7;1;339;774;8;0
ILGIN;SEBILLER;14;1968;42;0;0;1;;3;42;98;0;0
ILGIN;SIHBEDRETTIN;74;1968;719;0;0;41;53;11;1084;2396;66;2
ILGIN;SIHCARULLAH;105;1968;1079;0;0;32;159;27;1463;3242;180;1
ILGIN;TEKELER;21;1968;84;0;0;0;2;2;84;181;1;2
ILGIN;UCARI;91;1968;968;0;0;43;197;15;1554;3329;214;0
ILGIN;YORAZLAR;25;1968;132;0;0;0;1;4;132;343;3;1
ILGIN;YUKARICIGIL;42;1968;775;0;0;10;70;14;853;2119;86;0
ILGIN;ZAFERIYE;21;1968;121;0;0;23;23;4;122;302;27;0
KADINHANI;AFSARLI;9;1354;42;0;0;1;1;1;43;64;4;0
KADINHANI;ALABAG;21;1354;83;0;0;26;4;3;101;177;15;1
KADINHANI;ATLANTI;119;1354;983;0;0;50;49;19;1038;2446;125;2
KADINHANI;BAKIRPINAR;12;1354;43;0;0;2;;1;42;72;5;0
KADINHANI;BASKUYU;64;1354;433;0;0;2;34;21;437;616;46;7
KADINHANI;BAYRAMLI;18;1354;107;0;0;9;1;2;129;238;78;0
KADINHANI;BEYKAVAGI;16;1354;193;0;0;7;6;4;204;327;11;3
KADINHANI;BULGURPINARI;8;1354;47;0;0;0;;2;46;69;1;0
KADINHANI;CAVDAR;27;1354;83;0;0;2;1;3;89;165;5;3
KADINHANI;CESMECIK;28;1354;325;0;0;16;7;9;344;1213;25;0
KADINHANI;CUBUK;9;1354;41;0;0;3;;3;40;126;4;0
KADINHANI;DEMIROLUK;14;1354;141;0;0;7;;5;148;284;7;9
KADINHANI;DOGANLAR;43;1354;512;0;0;11;157;16;725;1691;283;0
KADINHANI;GUNGOREN;41;1354;269;0;0;8;144;17;435;879;226;0
KADINHANI;HACIMEHMETLI;28;1354;200;0;0;24;1;5;223;401;9;0
KADINHANI;HACIOFLAZLAR;25;1354;156;0;0;1;1;3;158;356;8;0
KADINHANI;HACIPIRLI;20;1354;110;0;0;7;2;2;117;182;5;0
KADINHANI;ISTIKLAL;39;1354;399;0;0;12;124;26;455;1099;227;0
KADINHANI;KABACALI;13;1354;37;0;0;3;5;2;39;34;6;0
KADINHANI;KAMISLIOZU;21;1354;87;0;0;31;1;3;118;183;7;2
KADINHANI;KARAHISARLI;16;1354;85;0;0;4;1;2;88;135;1;0
KADINHANI;KARAKAYA;53;1354;554;0;0;14;50;17;577;1405;97;0
KADINHANI;KARAKURTLU;20;1354;71;0;0;1;1;1;70;125;2;2
KADINHANI;KARASEVINC;19;1354;101;0;0;3;;1;111;177;16;0
KADINHANI;KARAYURUKLU;14;1354;50;0;0;1;3;1;56;74;15;1
KADINHANI;KAYABASI;44;1354;516;0;0;13;38;5;715;1668;111;2
KADINHANI;KIZILKUYU;22;1354;79;0;0;0;4;4;79;167;17;0
KADINHANI;KOLUKISA BERATLI;67;1354;574;0;0;55;62;16;665;1714;148;24
KADINHANI;KOLUKISA MESCIT;66;1354;477;0;0;62;15;1;560;1029;127;46
KADINHANI;KONUROREN;15;1354;129;0;0;5;1;2;134;304;12;0
KADINHANI;KOKEZ;23;1354;184;0;0;6;1;7;194;407;24;1
KADINHANI;KOYLUTOLU;17;1354;83;0;0;2;5;4;86;101;10;0
KADINHANI;KURTHASANLI;24;1354;96;0;0;7;5;7;109;144;12;0
KADINHANI;KUCUKKUYU;6;1354;22;0;0;9;1;1;28;30;6;0
KADINHANI;MAHMUDIYE;25;1354;156;0;0;0;3;2;157;236;9;0
KADINHANI;MEYDANLI;40;1354;201;0;0;10;6;6;219;412;22;0
KADINHANI;OSMANCIK;40;1354;396;0;0;22;55;11;409;1172;87;0
KADINHANI;ORNEK;35;1354;418;0;0;8;7;7;427;689;31;0
KADINHANI;PINARBASI;70;1354;716;0;0;24;22;13;789;1754;43;0
KADINHANI;PIRALI;8;1354;75;0;0;2;;3;76;249;11;0
KADINHANI;PUSAT;33;1354;208;0;0;20;3;6;229;534;33;0
KADINHANI;SACIKARA;38;1354;351;0;0;18;22;6;373;868;51;0
KADINHANI;SARIKAYA;47;1354;488;0;0;9;16;7;495;503;58;2
KADINHANI;SOGUTOZU;22;1354;243;0;0;13;11;6;261;519;26;3
KADINHANI;SAHOREN;18;1354;156;0;0;15;4;3;171;224;17;1
KADINHANI;TEPEBASI;77;1354;701;0;0;54;235;43;1335;3137;427;1
KADINHANI;TOSUNOGLU;13;1354;32;0;0;1;1;2;31;105;3;0
KADINHANI;TURGUTLU;47;1354;434;0;0;8;67;7;473;1005;123;0
KADINHANI;UNVEREN;33;1354;200;0;0;4;107;5;231;449;219;0
KADINHANI;YAGLICA;18;1354;238;0;0;5;6;4;248;388;19;2
KADINHANI;YAYLAYAKA;11;1354;29;0;0;5;5;3;36;55;4;1
KADINHANI;YENI;28;1354;407;0;0;27;35;9;418;1151;68;0
KADINHANI;ZAFER;22;1354;292;0;0;9;33;7;288;802;42;0
KARAPINAR;ADALET;103;2585;684;2;0;47;369;16;1051;2883;503;2
KARAPINAR;AKCAYAZI;53;2585;289;0;0;20;7;10;301;705;49;1
KARAPINAR;AKOREN;93;2585;240;1;0;56;11;9;263;516;40;3
KARAPINAR;ALAADDIN;22;2585;222;0;0;22;163;9;703;1865;193;0
KARAPINAR;APAK;18;2585;151;0;0;22;158;12;409;1051;211;0
KARAPINAR;CUMHURIYET;100;2585;879;3;0;39;21;6;969;3081;45;0
KARAPINAR;CETMI;52;2585;183;0;1;52;11;5;253;600;21;0
KARAPINAR;CIGIL;10;2585;30;0;0;2;;1;31;60;2;0
KARAPINAR;FATIH;50;2585;524;1;0;26;7;6;627;1808;26;9
KARAPINAR;FEVZI PASA;271;2585;1339;1;0;215;17;15;1377;1916;279;15
KARAPINAR;GAZI OSMAN PASA;108;2585;401;0;0;68;13;14;417;568;98;2
KARAPINAR;HACI ISA;33;2585;219;0;1;15;116;2;361;906;158;0
KARAPINAR;HACI OMERLI;13;2585;54;0;0;19;149;4;203;424;206;1
KARAPINAR;HANKAPI;27;2585;274;0;0;3;130;19;525;1306;181;1
KARAPINAR;HASANOBA;29;2585;108;0;0;11;;5;110;246;8;0
KARAPINAR;HOTAMIS;131;2585;727;0;0;33;34;15;750;1913;101;1
KARAPINAR;IPEKCI;126;2585;428;1;0;236;157;39;697;1824;264;0
KARAPINAR;ISLIK;107;2585;589;0;0;19;4;12;602;1082;16;0
KARAPINAR;ISMET PASA;24;2585;171;0;0;2;54;5;251;571;80;0
KARAPINAR;KALE;21;2585;113;0;0;21;173;3;282;595;219;0
KARAPINAR;KARAKISLA;22;2585;106;0;0;5;1;3;111;238;38;1
KARAPINAR;KAYACIK;32;2585;156;0;0;17;;4;162;375;7;0
KARAPINAR;KAYALI;177;2585;807;0;0;24;21;25;836;2480;61;2
KARAPINAR;KAZANHUYUGU;35;2585;61;0;0;12;1;2;64;206;4;0
KARAPINAR;KESMEZ;83;2585;368;0;0;35;3;6;390;1798;24;2
KARAPINAR;KUCUKASLAMA;23;2585;155;0;0;2;2;3;154;228;3;0
KARAPINAR;KULLU;11;2585;95;0;0;1;12;3;153;323;23;0
KARAPINAR;ORTAOBA;30;2585;189;0;0;8;;6;201;548;11;0
KARAPINAR;OYMALI;31;2585;143;1;0;23;18;5;158;319;59;12
KARAPINAR;PINARBASI;71;2585;315;1;0;48;15;9;621;1518;33;1
KARAPINAR;RESADIYE;238;2585;1076;1;0;129;102;20;1218;2209;282;8
KARAPINAR;SANDIKLI;150;2585;941;0;0;79;26;18;2044;5257;122;2
KARAPINAR;SAZLIPINAR;86;2585;384;0;0;16;7;6;401;1050;28;5
KARAPINAR;SELIMIYE;20;2585;133;0;0;0;124;2;229;381;165;0
KARAPINAR;TURUDIYE;26;2585;311;0;2;11;70;2;470;1188;96;0
KARAPINAR;ULUS;136;2585;347;0;0;89;52;13;548;1184;122;1
KARAPINAR;YAGMAPINAR;5;2585;57;0;0;3;1;4;59;147;1;0
KARAPINAR;YENI;22;2585;254;0;0;11;53;2;362;1108;56;0
KARAPINAR;YENIKUYU;21;2585;120;0;0;8;1;4;123;229;7;0
KARAPINAR;YESILYURT;89;2585;935;0;0;64;13;21;909;2717;59;1
KARAPINAR;YUNUS EMRE;103;2585;532;0;0;31;8;11;630;1774;18;1
KARAPINAR;ZAFER;22;2585;314;0;0;21;99;7;742;2195;106;0
KARATAY;ACIDORT;49;5141;115;0;0;10;24;4;116;159;60;20
KARATAY;AGSAKLI;32;5141;177;0;0;17;39;4;175;429;53;2
KARATAY;AKABE;101;5141;1111;1;0;182;1542;100;7077;19876;587;5
KARATAY;AKBAS;15;5141;42;0;0;11;3;2;44;101;30;6
KARATAY;AKCESME;39;5141;195;0;0;5;463;17;342;746;229;0
KARATAY;AKIFPASA;21;5141;199;0;0;10;48;9;1352;4167;43;2
KARATAY;AKORENKISLA;116;5141;559;0;0;55;49;13;513;731;120;29
KARATAY;AZIZIYE;97;5141;596;0;0;108;1894;45;1354;3602;874;1
KARATAY;BAKIRTOLU;25;5141;95;0;0;9;25;5;95;215;47;2
KARATAY;BASAK;99;5141;621;0;0;206;78;8;707;3581;74;15
KARATAY;BASGOTUREN;22;5141;123;0;0;1;1;5;124;170;40;2
KARATAY;BESAGIL;42;5141;355;0;0;50;61;11;359;651;84;33
KARATAY;BUYUK SINAN;35;5141;210;0;0;12;254;16;2997;8923;185;1
KARATAY;BUYUKBURNAK;35;5141;173;0;0;13;23;5;170;274;71;3
KARATAY;CATALHUYUK;217;5141;2497;0;1;188;213;26;4571;14090;193;33
KARATAY;CATALTOMEK;34;5141;287;0;0;30;71;9;1436;4498;49;1
KARATAY;CELEBI;39;5141;238;0;0;111;146;9;1616;4313;135;0
KARATAY;CENGILTI;24;5141;111;0;0;21;7;4;122;241;25;24
KARATAY;CIMENLIK;27;5141;234;0;0;96;76;7;646;1729;67;0
KARATAY;DIVANLAR;37;5141;187;0;0;17;25;9;190;275;76;15
KARATAY;DOGUS;69;5141;744;0;0;79;365;14;4146;11879;377;0
KARATAY;ELMACI;60;5141;568;0;1;27;240;7;1107;3036;161;12
KARATAY;EMIRGAZI;50;5141;432;0;0;34;148;6;1512;4535;149;0
KARATAY;ERENLER;61;5141;559;0;0;53;218;9;3229;10379;223;0
KARATAY;ERLER;231;5141;1460;0;5;324;108;12;1772;7948;139;124
KARATAY;ESENTEPE;18;5141;88;0;1;12;15;4;76;180;30;2
KARATAY;FETIH;78;5141;549;0;0;73;402;31;5418;16652;391;1
KARATAY;FEVZICAKMAK;446;5141;231;0;4;1124;11344;50;2546;8840;11377;5
KARATAY;GAZIOSMANPASA;54;5141;637;0;0;31;189;13;2867;9613;161;1
KARATAY;GOCU;70;5141;371;0;0;28;74;10;406;900;160;53
KARATAY;HACI HASAN;56;5141;903;0;0;69;174;11;2922;9053;164;1
KARATAY;HACI SADIK;46;5141;593;0;0;39;111;6;1622;5134;104;0
KARATAY;HACI YUSUF MESCIT;162;5141;670;0;0;178;1451;22;3236;9790;1460;0
KARATAY;HACIIBALI;57;5141;822;0;0;3;50;6;1224;3966;34;1
KARATAY;HACIVEYISZADE;30;5141;258;0;0;24;170;15;2343;7749;149;0
KARATAY;HAMZAOGLU;82;5141;627;0;0;64;253;8;3571;10010;257;0
KARATAY;HASANDEDEMESCIT;48;5141;405;0;0;65;124;5;1613;4499;114;1
KARATAY;HAYIROGLU;91;5141;394;1;0;43;57;14;449;1295;88;49
KARATAY;IPEKLER;20;5141;112;0;0;4;6;3;109;243;26;1
KARATAY;ISMIL;249;5141;2303;0;0;74;410;47;2417;5950;461;175
KARATAY;ISTIKLAL;153;5141;1178;0;2;99;42;19;1890;5999;39;11
KARATAY;KALENDERHANE;22;5141;306;0;0;7;223;7;2063;5765;137;0
KARATAY;KARAASLANDEDE;166;5141;1528;0;0;165;239;20;3642;10926;202;12
KARATAY;KARAASLANUZUMCU;170;5141;1449;0;2;103;50;22;1987;6050;54;78
KARATAY;KARACIGAN;29;5141;221;0;0;13;142;7;1961;6057;99;0
KARATAY;KARADONA;17;5141;94;0;0;10;21;2;99;234;37;10
KARATAY;KARAKAYA;60;5141;369;0;0;11;20;7;376;805;75;53
KARATAY;KARAKULAK;94;5141;1355;0;1;32;117;10;3148;10142;109;5
KARATAY;KATRANCI;23;5141;120;0;0;2;3;6;116;176;32;3
KARATAY;KAYACIKARAPLAR;34;5141;270;0;0;29;170;7;2102;6099;131;0
KARATAY;KECECILER;45;5141;333;0;0;20;121;8;2017;5874;114;0
KARATAY;KERIM DEDE;49;5141;366;0;0;64;60;10;1170;2848;60;1
KARATAY;KEYKUBAT;54;5141;442;0;0;55;157;10;2377;7037;161;1
KARATAY;KIZOREN;18;5141;121;0;0;7;23;13;136;188;47;8
KARATAY;KOPRUBASI;61;5141;557;0;1;135;159;16;3026;7946;156;2
KARATAY;KOSEALI;17;5141;91;0;0;0;3;3;93;221;5;1
KARATAY;KUMKOPRU;38;5141;381;0;0;8;68;7;1066;3357;49;0
KARATAY;MENGENE;72;5141;723;0;0;84;214;13;3109;8466;175;0
KARATAY;NAKIPOGLU;49;5141;519;0;0;19;403;21;2963;9166;192;1
KARATAY;OBRUK;65;5141;353;0;0;22;15;14;372;571;39;17
KARATAY;ORHANGAZI;64;5141;1075;0;0;17;128;9;1889;6312;86;0
KARATAY;ORTAKONAK;45;5141;123;0;1;31;89;5;132;267;118;21
KARATAY;OVAKAVAGI;82;5141;715;0;0;21;78;12;714;2056;147;32
KARATAY;SAKYATAN;12;5141;174;0;2;29;31;6;185;450;53;14
KARATAY;SARACOGLU;226;5141;1462;0;4;207;190;17;1974;7237;216;64
KARATAY;SARIYAKUP;50;5141;466;0;0;13;530;8;2324;6792;277;1
KARATAY;SELIMSULTAN;100;5141;1022;0;0;24;110;18;1485;4188;104;10
KARATAY;SULTAN MESUD;28;5141;432;0;0;8;126;14;1151;3450;56;0
KARATAY;SURUC;42;5141;244;0;0;11;12;6;219;353;26;7
KARATAY;SATIR;36;5141;125;0;0;26;17;4;148;243;24;57
KARATAY;SEMSITEBRIZI;65;5141;499;0;0;6;2446;47;2625;8419;650;1
KARATAY;TATLICAK;117;5141;1040;1;8;138;747;35;1121;4365;757;23
KARATAY;ULUBATLIHASAN;90;5141;579;0;0;100;396;24;7372;24008;369;1
KARATAY;YAGLIBAYAT;29;5141;341;0;0;7;19;10;349;461;53;19
KARATAY;YARMA;62;5141;496;1;0;25;73;18;529;1232;119;18
KARATAY;YAVSANKUYU;15;5141;71;0;0;6;14;2;72;142;19;4
KARATAY;YEDILER;39;5141;361;0;0;63;104;6;1311;3570;103;0
KARATAY;YENICE;15;5141;58;0;0;3;1;2;59;104;1;0
KARATAY;YENIKENT;26;5141;231;0;0;19;7;8;258;604;23;4
KARATAY;ZINCIRLI;41;5141;144;0;0;44;40;3;155;416;86;11
KULU;ACIKUYU;32;2332;405;0;0;17;14;5;414;550;19;0
KULU;ALPARSLAN;92;2332;602;0;0;27;66;4;1844;3063;173;0
KULU;ALTILAR;45;2332;382;0;0;21;11;8;408;634;19;0
KULU;ARSINCI;16;2332;194;0;0;4;4;4;204;393;6;0
KULU;BAHADIRLI;13;2332;71;0;0;0;3;2;70;389;10;0
KULU;BESKARDES;66;2332;820;0;0;20;6;4;865;879;18;0
KULU;BOZAN;40;2332;347;0;0;10;4;6;359;598;37;0
KULU;BURUNAGIL;11;2332;95;0;0;1;;2;96;160;6;0
KULU;CAMIKEBIR;54;2332;510;0;0;93;1065;31;2639;3684;1108;0
KULU;CANIMANA;25;2332;390;0;0;24;13;6;447;958;18;0
KULU;CELEP;111;2332;830;0;0;11;26;8;932;1686;38;0
KULU;CUMHURIYET;63;2332;733;0;0;11;41;9;899;1965;47;0
KULU;DEGIRMENOZU;16;2332;93;0;0;3;3;1;102;224;12;0
KULU;DINEK;22;2332;146;0;0;11;6;2;176;347;9;0
KULU;DIPDEDE;15;2332;245;0;0;0;5;4;252;958;17;0
KULU;DOGUTEPE;11;2332;38;0;0;6;;1;41;98;8;0
KULU;FATIH SULTAN MEHMET;90;2332;562;0;0;58;262;10;1912;2970;386;0
KULU;FEVZIYE;13;2332;53;0;0;2;2;3;51;92;10;0
KULU;GOKLER;10;2332;45;0;0;4;;3;48;28;5;0
KULU;GUZELYAYLA;13;2332;104;0;0;2;2;2;108;230;9;0
KULU;HISARKOY;9;2332;34;0;0;9;3;2;36;102;7;0
KULU;KARACADAG;150;2332;1096;1;0;27;37;13;1147;1759;123;0
KULU;KARACADERE;12;2332;176;0;0;6;1;4;187;604;7;0
KULU;KARAPINAR;62;2332;375;0;0;24;5;12;440;1372;8;0
KULU;KARSIYAKA;98;2332;825;0;0;65;157;8;2378;4335;183;0
KULU;KEMALIYE;90;2332;1006;0;0;27;174;16;2053;3506;221;0
KULU;KIRKKUYU;41;2332;310;0;0;11;;1;334;287;1;0
KULU;KIRKPINAR;84;2332;551;0;0;26;13;7;687;1226;21;0
KULU;KOZANLI;146;2332;969;1;0;9;72;24;1042;1811;152;1
KULU;KOMUSINI;27;2332;442;0;0;17;11;7;523;246;51;2
KULU;KOSTENGIL;18;2332;107;0;0;2;;3;113;154;5;0
KULU;KOSKER;13;2332;84;0;0;1;;1;85;126;16;0
KULU;MANDIRA;25;2332;130;0;0;3;1;3;136;216;8;0
KULU;OMERANLI;298;2332;3329;0;0;124;397;24;3778;4619;482;0
KULU;SARIYAYLA;9;2332;76;0;0;0;;2;82;192;5;0
KULU;SEYITAHMETLI;6;2332;20;0;0;0;;1;20;38;3;0
KULU;SOGUKKUYU;14;2332;104;0;0;0;;2;105;218;2;0
KULU;SEREFLI;20;2332;171;0;0;2;2;3;187;299;19;0
KULU;TAVLIOREN;11;2332;102;0;0;7;;1;105;299;1;0
KULU;TUZYAKA;115;2332;561;0;0;0;17;14;550;1684;69;0
KULU;YARASLI;37;2332;528;2;0;17;7;8;649;722;20;0
KULU;YAZICAYIR;39;2332;515;0;0;17;21;10;549;978;59;0
KULU;YENI;122;2332;1156;2;0;74;230;17;2633;4779;289;0
KULU;YESILTEPE;19;2332;237;0;0;17;3;1;260;202;17;0
KULU;YESILYURT;31;2332;415;0;0;11;16;7;524;877;48;0
KULU;ZINCIRLIKUYU;186;2332;1032;0;0;13;61;17;1087;1949;99;0
MERAM;ALAKOVA;441;6146;2593;0;1;346;193;35;4096;13406;203;265
MERAM;ALAVARDI;159;6146;1702;1;0;37;450;20;6657;18814;446;3
MERAM;ALI ULVI KURUCU;36;6146;649;0;0;7;27;3;717;2132;26;34
MERAM;ALPASLAN;119;6146;1598;0;0;48;184;23;3198;9662;184;3
MERAM;ASKAN;139;6146;1926;0;11;42;466;34;6228;15640;443;12
MERAM;ATESBAZ VELI;108;6146;976;0;0;26;903;21;1611;4989;922;16
MERAM;AYANBEY;94;6146;1423;0;0;62;78;29;1735;3745;61;41
MERAM;AYDOGDU;103;6146;1707;0;0;16;337;19;4853;14729;362;1
MERAM;AYMANAS;145;6146;2129;0;30;61;237;25;4512;13721;257;1
MERAM;BAHCESEHIR;197;6146;3052;0;1;118;193;29;4030;12613;190;501
MERAM;BAYAT;21;6146;213;0;1;15;27;6;237;251;41;80
MERAM;BORUKTOLU;109;6146;293;0;2;59;26;4;321;942;39;54
MERAM;BOTSA;51;6146;469;0;0;9;5;12;498;644;22;85
MERAM;BOYALI;16;6146;39;0;0;5;13;3;57;128;12;62
MERAM;CARIKLAR;268;6146;404;0;7;621;43;13;459;1126;59;95
